order_id,customer_id,product_id,origin_warehouse_id,destination_warehouse_id,order_date,quantity_units,priority,promised_delivery,status
ORD-0370,CUS-022,PRD-069,FRA-01,BRU-01,2026-08-07 21:00:00,50,STANDARD,2026-08-10 21:00:00,IN_TRANSIT
ORD-0371,CUS-009,PRD-047,PAR-01,BRU-01,2026-08-09 16:00:00,10,PREMIUM,2026-08-11 16:00:00,IN_TRANSIT
ORD-0372,CUS-024,PRD-022,FRA-01,MAD-01,2026-08-05 21:00:00,10,STANDARD,2026-08-08 21:00:00,IN_TRANSIT
ORD-0373,CUS-028,PRD-074,PAR-01,MIL-01,2026-08-09 05:00:00,75,PREMIUM,2026-08-11 05:00:00,IN_TRANSIT
ORD-0374,CUS-014,PRD-045,PAR-01,FRA-01,2026-08-13 07:00:00,75,STANDARD,2026-08-16 07:00:00,IN_TRANSIT
ORD-0375,CUS-017,PRD-048,FRA-01,MAD-01,2026-08-15 00:00:00,150,CRITICAL,2026-08-16 00:00:00,IN_TRANSIT
ORD-0376,CUS-002,PRD-074,FRA-01,BRU-01,2026-08-07 20:00:00,50,STANDARD,2026-08-10 20:00:00,IN_TRANSIT
ORD-0377,CUS-023,PRD-061,FRA-01,PAR-01,2026-08-28 10:00:00,75,PREMIUM,2026-08-30 10:00:00,IN_TRANSIT
ORD-0378,CUS-010,PRD-020,MAD-01,FRA-01,2026-08-11 00:00:00,25,STANDARD,2026-08-14 00:00:00,IN_TRANSIT
ORD-0379,CUS-023,PRD-016,MIL-01,BRU-01,2026-08-08 09:00:00,200,PREMIUM,2026-08-10 09:00:00,IN_TRANSIT
ORD-0380,CUS-009,PRD-074,FRA-01,PAR-01,2026-08-15 20:00:00,75,PREMIUM,2026-08-17 20:00:00,IN_TRANSIT
ORD-0381,CUS-022,PRD-071,MAD-01,FRA-01,2026-08-06 17:00:00,25,STANDARD,2026-08-09 17:00:00,IN_TRANSIT
ORD-0382,CUS-021,PRD-018,MIL-01,PAR-01,2026-08-10 13:00:00,10,STANDARD,2026-08-13 13:00:00,IN_TRANSIT
ORD-0383,CUS-007,PRD-066,PAR-01,MAD-01,2026-08-03 16:00:00,10,STANDARD,2026-08-06 16:00:00,IN_TRANSIT
ORD-0384,CUS-002,PRD-010,MAD-01,PAR-01,2026-08-25 11:00:00,10,STANDARD,2026-08-28 11:00:00,IN_TRANSIT
ORD-0385,CUS-026,PRD-026,PAR-01,BRU-01,2026-08-22 04:00:00,100,STANDARD,2026-08-25 04:00:00,IN_TRANSIT
ORD-0386,CUS-014,PRD-045,FRA-01,PAR-01,2026-08-03 15:00:00,75,STANDARD,2026-08-06 15:00:00,IN_TRANSIT
ORD-0387,CUS-010,PRD-059,BRU-01,MIL-01,2026-08-21 14:00:00,150,STANDARD,2026-08-24 14:00:00,IN_TRANSIT
ORD-0388,CUS-019,PRD-059,FRA-01,PAR-01,2026-08-09 10:00:00,150,PREMIUM,2026-08-11 10:00:00,IN_TRANSIT
ORD-0389,CUS-017,PRD-044,FRA-01,MIL-01,2026-08-14 17:00:00,25,CRITICAL,2026-08-15 17:00:00,IN_TRANSIT
ORD-0390,CUS-010,PRD-022,MAD-01,MIL-01,2026-08-30 20:00:00,150,STANDARD,2026-09-02 20:00:00,IN_TRANSIT
ORD-0391,CUS-025,PRD-065,BRU-01,FRA-01,2026-08-08 10:00:00,200,STANDARD,2026-08-11 10:00:00,IN_TRANSIT
ORD-0392,CUS-024,PRD-032,FRA-01,BRU-01,2026-08-30 01:00:00,100,STANDARD,2026-09-02 01:00:00,IN_TRANSIT
ORD-0393,CUS-007,PRD-072,MAD-01,MIL-01,2026-08-03 09:00:00,50,STANDARD,2026-08-06 09:00:00,IN_TRANSIT
ORD-0394,CUS-003,PRD-042,MIL-01,MAD-01,2026-08-05 10:00:00,50,STANDARD,2026-08-08 10:00:00,IN_TRANSIT
ORD-0395,CUS-005,PRD-032,FRA-01,MAD-01,2026-08-04 09:00:00,100,STANDARD,2026-08-07 09:00:00,IN_TRANSIT
ORD-0396,CUS-013,PRD-001,BRU-01,PAR-01,2026-08-16 11:00:00,50,STANDARD,2026-08-19 11:00:00,IN_TRANSIT
ORD-0397,CUS-010,PRD-063,MIL-01,BRU-01,2026-08-25 16:00:00,10,STANDARD,2026-08-28 16:00:00,IN_TRANSIT
ORD-0398,CUS-021,PRD-020,MAD-01,PAR-01,2026-08-23 01:00:00,50,STANDARD,2026-08-26 01:00:00,IN_TRANSIT
ORD-0399,CUS-006,PRD-010,BRU-01,PAR-01,2026-08-22 01:00:00,25,PREMIUM,2026-08-24 01:00:00,IN_TRANSIT
ORD-0400,CUS-026,PRD-014,MIL-01,FRA-01,2026-08-26 08:00:00,100,STANDARD,2026-08-29 08:00:00,IN_TRANSIT
ORD-0401,CUS-004,PRD-001,BRU-01,MIL-01,2026-08-25 18:00:00,50,STANDARD,2026-08-28 18:00:00,IN_TRANSIT
ORD-0402,CUS-002,PRD-001,PAR-01,MAD-01,2026-08-05 10:00:00,100,STANDARD,2026-08-08 10:00:00,IN_TRANSIT
ORD-0403,CUS-011,PRD-018,BRU-01,PAR-01,2026-08-24 07:00:00,25,STANDARD,2026-08-27 07:00:00,IN_TRANSIT
ORD-0404,CUS-029,PRD-006,MIL-01,FRA-01,2026-08-02 19:00:00,25,CRITICAL,2026-08-03 19:00:00,IN_TRANSIT
ORD-0405,CUS-025,PRD-040,MIL-01,FRA-01,2026-08-04 15:00:00,200,STANDARD,2026-08-07 15:00:00,IN_TRANSIT
ORD-0406,CUS-013,PRD-041,BRU-01,PAR-01,2026-08-28 17:00:00,10,STANDARD,2026-08-31 17:00:00,IN_TRANSIT
ORD-0407,CUS-027,PRD-021,FRA-01,MAD-01,2026-08-18 08:00:00,100,STANDARD,2026-08-21 08:00:00,IN_TRANSIT
ORD-0408,CUS-020,PRD-069,BRU-01,PAR-01,2026-08-18 04:00:00,200,STANDARD,2026-08-21 04:00:00,IN_TRANSIT
ORD-0409,CUS-003,PRD-066,PAR-01,MAD-01,2026-08-13 10:00:00,75,STANDARD,2026-08-16 10:00:00,IN_TRANSIT
ORD-0410,CUS-010,PRD-042,PAR-01,MIL-01,2026-08-06 11:00:00,25,STANDARD,2026-08-09 11:00:00,IN_TRANSIT
ORD-0411,CUS-015,PRD-035,MIL-01,PAR-01,2026-08-14 09:00:00,100,STANDARD,2026-08-17 09:00:00,IN_TRANSIT
ORD-0412,CUS-029,PRD-039,PAR-01,FRA-01,2026-08-11 07:00:00,100,CRITICAL,2026-08-12 07:00:00,IN_TRANSIT
ORD-0413,CUS-024,PRD-064,MAD-01,MIL-01,2026-08-06 16:00:00,10,STANDARD,2026-08-09 16:00:00,IN_TRANSIT
ORD-0414,CUS-018,PRD-059,PAR-01,MIL-01,2026-08-05 16:00:00,25,PREMIUM,2026-08-07 16:00:00,IN_TRANSIT
ORD-0415,CUS-026,PRD-067,MAD-01,MIL-01,2026-08-26 04:00:00,25,STANDARD,2026-08-29 04:00:00,IN_TRANSIT
ORD-0416,CUS-023,PRD-062,MIL-01,FRA-01,2026-08-06 13:00:00,75,PREMIUM,2026-08-08 13:00:00,IN_TRANSIT
ORD-0417,CUS-004,PRD-063,FRA-01,BRU-01,2026-08-23 13:00:00,100,STANDARD,2026-08-26 13:00:00,IN_TRANSIT
ORD-0418,CUS-016,PRD-049,FRA-01,MIL-01,2026-08-23 21:00:00,75,STANDARD,2026-08-26 21:00:00,IN_TRANSIT
ORD-0419,CUS-028,PRD-025,BRU-01,MAD-01,2026-08-22 12:00:00,200,PREMIUM,2026-08-24 12:00:00,IN_TRANSIT
ORD-0420,CUS-023,PRD-009,PAR-01,FRA-01,2026-08-28 17:00:00,75,PREMIUM,2026-08-30 17:00:00,IN_TRANSIT
ORD-0421,CUS-007,PRD-006,MAD-01,PAR-01,2026-08-02 01:00:00,150,STANDARD,2026-08-05 01:00:00,IN_TRANSIT
ORD-0422,CUS-010,PRD-045,BRU-01,MIL-01,2026-08-13 20:00:00,50,STANDARD,2026-08-16 20:00:00,IN_TRANSIT
ORD-0423,CUS-024,PRD-005,MAD-01,PAR-01,2026-08-24 03:00:00,200,STANDARD,2026-08-27 03:00:00,IN_TRANSIT
ORD-0424,CUS-027,PRD-023,MIL-01,BRU-01,2026-08-05 19:00:00,100,STANDARD,2026-08-08 19:00:00,IN_TRANSIT
ORD-0425,CUS-010,PRD-040,FRA-01,PAR-01,2026-08-11 18:00:00,200,STANDARD,2026-08-14 18:00:00,IN_TRANSIT
ORD-0426,CUS-030,PRD-059,BRU-01,PAR-01,2026-08-21 11:00:00,25,STANDARD,2026-08-24 11:00:00,IN_TRANSIT
ORD-0427,CUS-006,PRD-056,MAD-01,MIL-01,2026-08-30 12:00:00,200,PREMIUM,2026-09-01 12:00:00,IN_TRANSIT
ORD-0428,CUS-003,PRD-075,BRU-01,PAR-01,2026-08-11 06:00:00,75,STANDARD,2026-08-14 06:00:00,IN_TRANSIT
ORD-0429,CUS-010,PRD-071,MAD-01,FRA-01,2026-08-20 07:00:00,200,STANDARD,2026-08-23 07:00:00,IN_TRANSIT
ORD-0430,CUS-013,PRD-006,MIL-01,BRU-01,2026-08-13 09:00:00,75,STANDARD,2026-08-16 09:00:00,IN_TRANSIT
ORD-0431,CUS-018,PRD-053,PAR-01,MIL-01,2026-08-20 13:00:00,150,PREMIUM,2026-08-22 13:00:00,IN_TRANSIT
ORD-0432,CUS-022,PRD-040,FRA-01,MAD-01,2026-08-29 11:00:00,75,STANDARD,2026-09-01 11:00:00,IN_TRANSIT
ORD-0433,CUS-009,PRD-051,FRA-01,PAR-01,2026-08-24 08:00:00,200,PREMIUM,2026-08-26 08:00:00,IN_TRANSIT
ORD-0434,CUS-001,PRD-038,MIL-01,MAD-01,2026-08-26 20:00:00,150,CRITICAL,2026-08-27 20:00:00,IN_TRANSIT
ORD-0435,CUS-015,PRD-047,FRA-01,PAR-01,2026-08-01 02:00:00,25,STANDARD,2026-08-04 02:00:00,IN_TRANSIT
ORD-0436,CUS-025,PRD-008,FRA-01,MIL-01,2026-08-14 16:00:00,10,STANDARD,2026-08-17 16:00:00,IN_TRANSIT
ORD-0437,CUS-006,PRD-031,BRU-01,MAD-01,2026-08-30 15:00:00,50,PREMIUM,2026-09-01 15:00:00,IN_TRANSIT
ORD-0438,CUS-005,PRD-003,MAD-01,FRA-01,2026-08-28 22:00:00,200,STANDARD,2026-08-31 22:00:00,IN_TRANSIT
ORD-0439,CUS-001,PRD-003,MIL-01,BRU-01,2026-08-19 19:00:00,50,CRITICAL,2026-08-20 19:00:00,IN_TRANSIT
ORD-0440,CUS-016,PRD-066,BRU-01,MIL-01,2026-08-18 03:00:00,100,STANDARD,2026-08-21 03:00:00,IN_TRANSIT
ORD-0441,CUS-029,PRD-048,BRU-01,FRA-01,2026-08-01 07:00:00,100,CRITICAL,2026-08-02 07:00:00,IN_TRANSIT
ORD-0442,CUS-012,PRD-027,FRA-01,MAD-01,2026-08-16 03:00:00,75,STANDARD,2026-08-19 03:00:00,IN_TRANSIT
ORD-0443,CUS-024,PRD-037,PAR-01,BRU-01,2026-08-11 03:00:00,50,STANDARD,2026-08-14 03:00:00,IN_TRANSIT
ORD-0444,CUS-019,PRD-068,BRU-01,FRA-01,2026-08-24 01:00:00,10,PREMIUM,2026-08-26 01:00:00,IN_TRANSIT
ORD-0445,CUS-025,PRD-013,BRU-01,PAR-01,2026-08-10 05:00:00,100,STANDARD,2026-08-13 05:00:00,IN_TRANSIT
ORD-0446,CUS-013,PRD-047,PAR-01,FRA-01,2026-08-01 17:00:00,200,STANDARD,2026-08-04 17:00:00,IN_TRANSIT
ORD-0447,CUS-002,PRD-074,MIL-01,PAR-01,2026-08-06 22:00:00,10,STANDARD,2026-08-09 22:00:00,IN_TRANSIT
ORD-0448,CUS-014,PRD-060,FRA-01,MAD-01,2026-08-18 12:00:00,200,STANDARD,2026-08-21 12:00:00,IN_TRANSIT
ORD-0449,CUS-012,PRD-062,BRU-01,FRA-01,2026-08-15 08:00:00,25,STANDARD,2026-08-18 08:00:00,IN_TRANSIT
ORD-0450,CUS-018,PRD-037,MAD-01,PAR-01,2026-08-15 08:00:00,75,PREMIUM,2026-08-17 08:00:00,IN_TRANSIT
ORD-0451,CUS-020,PRD-029,PAR-01,FRA-01,2026-08-14 15:00:00,25,STANDARD,2026-08-17 15:00:00,IN_TRANSIT
ORD-0452,CUS-017,PRD-061,PAR-01,BRU-01,2026-08-01 06:00:00,75,CRITICAL,2026-08-02 06:00:00,IN_TRANSIT
ORD-0453,CUS-024,PRD-033,PAR-01,MAD-01,2026-08-08 08:00:00,100,STANDARD,2026-08-11 08:00:00,IN_TRANSIT
ORD-0454,CUS-028,PRD-067,MIL-01,BRU-01,2026-08-27 12:00:00,10,PREMIUM,2026-08-29 12:00:00,IN_TRANSIT
ORD-0455,CUS-014,PRD-042,BRU-01,FRA-01,2026-08-05 01:00:00,50,STANDARD,2026-08-08 01:00:00,IN_TRANSIT
ORD-0456,CUS-013,PRD-018,BRU-01,MAD-01,2026-08-10 01:00:00,200,STANDARD,2026-08-13 01:00:00,IN_TRANSIT
ORD-0457,CUS-017,PRD-011,MIL-01,MAD-01,2026-08-04 03:00:00,200,CRITICAL,2026-08-05 03:00:00,IN_TRANSIT
ORD-0458,CUS-017,PRD-026,MIL-01,MAD-01,2026-08-11 15:00:00,200,CRITICAL,2026-08-12 15:00:00,IN_TRANSIT
ORD-0459,CUS-018,PRD-017,FRA-01,PAR-01,2026-08-13 07:00:00,10,PREMIUM,2026-08-15 07:00:00,IN_TRANSIT
ORD-0460,CUS-027,PRD-059,MAD-01,BRU-01,2026-08-07 16:00:00,75,STANDARD,2026-08-10 16:00:00,IN_TRANSIT
ORD-0461,CUS-022,PRD-049,FRA-01,PAR-01,2026-08-25 11:00:00,150,STANDARD,2026-08-28 11:00:00,IN_TRANSIT
ORD-0462,CUS-018,PRD-018,MIL-01,FRA-01,2026-08-13 01:00:00,75,PREMIUM,2026-08-15 01:00:00,IN_TRANSIT
ORD-0463,CUS-002,PRD-061,FRA-01,PAR-01,2026-08-03 10:00:00,25,STANDARD,2026-08-06 10:00:00,IN_TRANSIT
ORD-0464,CUS-006,PRD-027,FRA-01,PAR-01,2026-08-04 04:00:00,150,PREMIUM,2026-08-06 04:00:00,IN_TRANSIT
ORD-0465,CUS-019,PRD-028,BRU-01,MIL-01,2026-08-16 17:00:00,150,PREMIUM,2026-08-18 17:00:00,IN_TRANSIT
ORD-0466,CUS-007,PRD-072,MIL-01,BRU-01,2026-08-26 10:00:00,50,STANDARD,2026-08-29 10:00:00,IN_TRANSIT
ORD-0467,CUS-010,PRD-004,MAD-01,BRU-01,2026-08-04 07:00:00,150,STANDARD,2026-08-07 07:00:00,IN_TRANSIT
ORD-0468,CUS-021,PRD-074,PAR-01,MAD-01,2026-08-02 07:00:00,25,STANDARD,2026-08-05 07:00:00,IN_TRANSIT
ORD-0469,CUS-010,PRD-065,MIL-01,MAD-01,2026-08-13 06:00:00,10,STANDARD,2026-08-16 06:00:00,IN_TRANSIT
ORD-0470,CUS-006,PRD-033,BRU-01,MAD-01,2026-08-22 19:00:00,10,PREMIUM,2026-08-24 19:00:00,IN_TRANSIT
ORD-0471,CUS-006,PRD-049,BRU-01,FRA-01,2026-08-06 08:00:00,150,PREMIUM,2026-08-08 08:00:00,IN_TRANSIT
ORD-0472,CUS-020,PRD-048,MIL-01,PAR-01,2026-08-20 12:00:00,50,STANDARD,2026-08-23 12:00:00,IN_TRANSIT
ORD-0473,CUS-019,PRD-061,PAR-01,FRA-01,2026-08-06 13:00:00,25,PREMIUM,2026-08-08 13:00:00,IN_TRANSIT
ORD-0474,CUS-022,PRD-015,MAD-01,FRA-01,2026-08-05 00:00:00,150,STANDARD,2026-08-08 00:00:00,IN_TRANSIT
ORD-0475,CUS-016,PRD-035,FRA-01,MAD-01,2026-08-23 09:00:00,50,STANDARD,2026-08-26 09:00:00,IN_TRANSIT
ORD-0476,CUS-006,PRD-009,FRA-01,MIL-01,2026-08-22 14:00:00,25,PREMIUM,2026-08-24 14:00:00,IN_TRANSIT
ORD-0477,CUS-021,PRD-058,BRU-01,PAR-01,2026-08-09 21:00:00,25,STANDARD,2026-08-12 21:00:00,IN_TRANSIT
ORD-0478,CUS-017,PRD-048,PAR-01,MAD-01,2026-08-03 05:00:00,200,CRITICAL,2026-08-04 05:00:00,IN_TRANSIT
ORD-0479,CUS-029,PRD-019,PAR-01,MAD-01,2026-08-10 20:00:00,75,CRITICAL,2026-08-11 20:00:00,IN_TRANSIT
ORD-0480,CUS-014,PRD-041,BRU-01,FRA-01,2026-08-14 13:00:00,75,STANDARD,2026-08-17 13:00:00,IN_TRANSIT
ORD-0481,CUS-028,PRD-001,BRU-01,MIL-01,2026-08-25 18:00:00,75,PREMIUM,2026-08-27 18:00:00,IN_TRANSIT
ORD-0482,CUS-006,PRD-007,BRU-01,PAR-01,2026-08-11 18:00:00,10,PREMIUM,2026-08-13 18:00:00,IN_TRANSIT
ORD-0483,CUS-021,PRD-044,PAR-01,MAD-01,2026-08-03 16:00:00,75,STANDARD,2026-08-06 16:00:00,IN_TRANSIT
ORD-0484,CUS-027,PRD-063,MAD-01,MIL-01,2026-08-05 09:00:00,25,STANDARD,2026-08-08 09:00:00,IN_TRANSIT
ORD-0485,CUS-025,PRD-017,BRU-01,MIL-01,2026-08-29 19:00:00,25,STANDARD,2026-09-01 19:00:00,IN_TRANSIT
ORD-0486,CUS-004,PRD-066,PAR-01,FRA-01,2026-08-27 05:00:00,10,STANDARD,2026-08-30 05:00:00,IN_TRANSIT
ORD-0487,CUS-012,PRD-068,BRU-01,PAR-01,2026-08-05 17:00:00,200,STANDARD,2026-08-08 17:00:00,IN_TRANSIT
ORD-0488,CUS-026,PRD-007,PAR-01,FRA-01,2026-08-28 11:00:00,100,STANDARD,2026-08-31 11:00:00,IN_TRANSIT
ORD-0489,CUS-017,PRD-053,PAR-01,FRA-01,2026-08-30 03:00:00,50,CRITICAL,2026-08-31 03:00:00,IN_TRANSIT
ORD-0490,CUS-012,PRD-002,FRA-01,MIL-01,2026-08-20 19:00:00,25,STANDARD,2026-08-23 19:00:00,IN_TRANSIT
ORD-0491,CUS-007,PRD-056,MAD-01,MIL-01,2026-08-05 06:00:00,150,STANDARD,2026-08-08 06:00:00,IN_TRANSIT
ORD-0492,CUS-025,PRD-063,MAD-01,FRA-01,2026-08-12 03:00:00,75,STANDARD,2026-08-15 03:00:00,IN_TRANSIT
ORD-0493,CUS-014,PRD-022,MAD-01,PAR-01,2026-08-25 20:00:00,200,STANDARD,2026-08-28 20:00:00,IN_TRANSIT
ORD-0494,CUS-008,PRD-069,MIL-01,BRU-01,2026-08-17 18:00:00,10,STANDARD,2026-08-20 18:00:00,IN_TRANSIT
ORD-0495,CUS-025,PRD-049,MAD-01,BRU-01,2026-08-02 17:00:00,150,STANDARD,2026-08-05 17:00:00,IN_TRANSIT
ORD-0496,CUS-028,PRD-036,MIL-01,FRA-01,2026-08-02 14:00:00,150,PREMIUM,2026-08-04 14:00:00,IN_TRANSIT
ORD-0497,CUS-003,PRD-062,MIL-01,MAD-01,2026-08-25 19:00:00,25,STANDARD,2026-08-28 19:00:00,IN_TRANSIT
ORD-0498,CUS-027,PRD-041,BRU-01,MAD-01,2026-08-16 22:00:00,75,STANDARD,2026-08-19 22:00:00,IN_TRANSIT
ORD-0499,CUS-011,PRD-068,BRU-01,MIL-01,2026-08-23 14:00:00,10,STANDARD,2026-08-26 14:00:00,IN_TRANSIT
ORD-0500,CUS-005,PRD-062,FRA-01,MAD-01,2026-08-09 10:00:00,25,STANDARD,2026-08-12 10:00:00,IN_TRANSIT
ORD-0501,CUS-023,PRD-042,MAD-01,PAR-01,2026-08-12 22:00:00,75,PREMIUM,2026-08-14 22:00:00,IN_TRANSIT
ORD-0502,CUS-014,PRD-028,MIL-01,PAR-01,2026-08-14 00:00:00,25,STANDARD,2026-08-17 00:00:00,IN_TRANSIT
ORD-0503,CUS-029,PRD-050,MIL-01,FRA-01,2026-08-15 21:00:00,50,CRITICAL,2026-08-16 21:00:00,IN_TRANSIT
ORD-0504,CUS-027,PRD-027,PAR-01,MAD-01,2026-08-20 10:00:00,50,STANDARD,2026-08-23 10:00:00,IN_TRANSIT
ORD-0505,CUS-014,PRD-018,FRA-01,MIL-01,2026-08-22 14:00:00,75,STANDARD,2026-08-25 14:00:00,IN_TRANSIT
ORD-0506,CUS-016,PRD-033,BRU-01,MIL-01,2026-08-20 17:00:00,100,STANDARD,2026-08-23 17:00:00,IN_TRANSIT
ORD-0507,CUS-028,PRD-023,PAR-01,FRA-01,2026-08-19 10:00:00,200,PREMIUM,2026-08-21 10:00:00,IN_TRANSIT
ORD-0508,CUS-008,PRD-037,FRA-01,BRU-01,2026-08-17 16:00:00,25,STANDARD,2026-08-20 16:00:00,IN_TRANSIT
ORD-0509,CUS-007,PRD-055,PAR-01,MIL-01,2026-08-30 14:00:00,150,STANDARD,2026-09-02 14:00:00,IN_TRANSIT
ORD-0510,CUS-014,PRD-060,FRA-01,PAR-01,2026-08-30 15:00:00,75,STANDARD,2026-09-02 15:00:00,IN_TRANSIT
ORD-0511,CUS-021,PRD-058,BRU-01,MAD-01,2026-08-23 09:00:00,150,STANDARD,2026-08-26 09:00:00,IN_TRANSIT
ORD-0512,CUS-023,PRD-045,BRU-01,MAD-01,2026-08-14 14:00:00,75,PREMIUM,2026-08-16 14:00:00,IN_TRANSIT
ORD-0513,CUS-003,PRD-069,MIL-01,FRA-01,2026-08-06 04:00:00,50,STANDARD,2026-08-09 04:00:00,IN_TRANSIT
ORD-0514,CUS-005,PRD-049,BRU-01,MAD-01,2026-08-22 10:00:00,50,STANDARD,2026-08-25 10:00:00,IN_TRANSIT
ORD-0515,CUS-015,PRD-023,MIL-01,FRA-01,2026-08-12 19:00:00,50,STANDARD,2026-08-15 19:00:00,IN_TRANSIT
ORD-0516,CUS-028,PRD-043,MAD-01,FRA-01,2026-08-05 11:00:00,150,PREMIUM,2026-08-07 11:00:00,IN_TRANSIT
ORD-0517,CUS-020,PRD-005,FRA-01,MIL-01,2026-08-22 18:00:00,200,STANDARD,2026-08-25 18:00:00,IN_TRANSIT
ORD-0518,CUS-029,PRD-017,BRU-01,FRA-01,2026-08-06 16:00:00,100,CRITICAL,2026-08-07 16:00:00,IN_TRANSIT
ORD-0519,CUS-013,PRD-050,FRA-01,BRU-01,2026-08-21 21:00:00,50,STANDARD,2026-08-24 21:00:00,IN_TRANSIT
ORD-0520,CUS-003,PRD-009,FRA-01,BRU-01,2026-08-08 18:00:00,10,STANDARD,2026-08-11 18:00:00,IN_TRANSIT
ORD-0521,CUS-014,PRD-031,MAD-01,PAR-01,2026-08-10 17:00:00,100,STANDARD,2026-08-13 17:00:00,IN_TRANSIT
ORD-0522,CUS-011,PRD-017,PAR-01,MIL-01,2026-08-22 23:00:00,100,STANDARD,2026-08-25 23:00:00,IN_TRANSIT
ORD-0523,CUS-030,PRD-056,BRU-01,PAR-01,2026-08-27 14:00:00,50,STANDARD,2026-08-30 14:00:00,IN_TRANSIT
ORD-0524,CUS-024,PRD-016,MAD-01,PAR-01,2026-08-05 20:00:00,150,STANDARD,2026-08-08 20:00:00,IN_TRANSIT
ORD-0525,CUS-001,PRD-016,MAD-01,MIL-01,2026-08-23 12:00:00,25,CRITICAL,2026-08-24 12:00:00,IN_TRANSIT
ORD-0526,CUS-010,PRD-013,MAD-01,FRA-01,2026-08-06 03:00:00,10,STANDARD,2026-08-09 03:00:00,IN_TRANSIT
ORD-0527,CUS-020,PRD-071,MAD-01,BRU-01,2026-08-23 23:00:00,10,STANDARD,2026-08-26 23:00:00,IN_TRANSIT
ORD-0528,CUS-026,PRD-066,BRU-01,FRA-01,2026-08-09 10:00:00,100,STANDARD,2026-08-12 10:00:00,IN_TRANSIT
ORD-0529,CUS-015,PRD-041,MAD-01,MIL-01,2026-08-23 05:00:00,25,STANDARD,2026-08-26 05:00:00,IN_TRANSIT
ORD-0530,CUS-007,PRD-054,MAD-01,FRA-01,2026-08-17 09:00:00,100,STANDARD,2026-08-20 09:00:00,IN_TRANSIT
ORD-0531,CUS-011,PRD-015,MIL-01,MAD-01,2026-08-18 11:00:00,100,STANDARD,2026-08-21 11:00:00,IN_TRANSIT
ORD-0532,CUS-014,PRD-058,MIL-01,BRU-01,2026-08-10 05:00:00,100,STANDARD,2026-08-13 05:00:00,IN_TRANSIT
ORD-0533,CUS-004,PRD-016,PAR-01,FRA-01,2026-08-22 12:00:00,200,STANDARD,2026-08-25 12:00:00,IN_TRANSIT
ORD-0534,CUS-015,PRD-061,FRA-01,BRU-01,2026-08-14 05:00:00,100,STANDARD,2026-08-17 05:00:00,IN_TRANSIT
ORD-0535,CUS-003,PRD-024,FRA-01,PAR-01,2026-08-17 04:00:00,50,STANDARD,2026-08-20 04:00:00,IN_TRANSIT
ORD-0536,CUS-027,PRD-045,MIL-01,MAD-01,2026-08-29 20:00:00,100,STANDARD,2026-09-01 20:00:00,IN_TRANSIT
ORD-0537,CUS-021,PRD-014,BRU-01,FRA-01,2026-08-06 07:00:00,200,STANDARD,2026-08-09 07:00:00,IN_TRANSIT
ORD-0538,CUS-026,PRD-021,MAD-01,MIL-01,2026-08-10 20:00:00,50,STANDARD,2026-08-13 20:00:00,IN_TRANSIT
ORD-0539,CUS-029,PRD-061,MAD-01,FRA-01,2026-08-22 03:00:00,75,CRITICAL,2026-08-23 03:00:00,IN_TRANSIT
ORD-0540,CUS-011,PRD-026,FRA-01,MIL-01,2026-08-25 09:00:00,50,STANDARD,2026-08-28 09:00:00,IN_TRANSIT
ORD-0541,CUS-018,PRD-060,MAD-01,PAR-01,2026-08-13 02:00:00,200,PREMIUM,2026-08-15 02:00:00,IN_TRANSIT
ORD-0542,CUS-004,PRD-068,MAD-01,MIL-01,2026-08-10 11:00:00,150,STANDARD,2026-08-13 11:00:00,IN_TRANSIT
ORD-0543,CUS-011,PRD-020,MAD-01,MIL-01,2026-08-01 15:00:00,150,STANDARD,2026-08-04 15:00:00,IN_TRANSIT
ORD-0544,CUS-003,PRD-012,MAD-01,MIL-01,2026-08-07 23:00:00,150,STANDARD,2026-08-10 23:00:00,IN_TRANSIT
ORD-0545,CUS-020,PRD-066,PAR-01,FRA-01,2026-08-19 18:00:00,75,STANDARD,2026-08-22 18:00:00,IN_TRANSIT
ORD-0546,CUS-010,PRD-005,MIL-01,PAR-01,2026-08-19 04:00:00,100,STANDARD,2026-08-22 04:00:00,IN_TRANSIT
ORD-0547,CUS-005,PRD-066,MIL-01,BRU-01,2026-08-10 03:00:00,25,STANDARD,2026-08-13 03:00:00,IN_TRANSIT
ORD-0548,CUS-021,PRD-005,FRA-01,MIL-01,2026-08-11 21:00:00,50,STANDARD,2026-08-14 21:00:00,IN_TRANSIT
ORD-0549,CUS-018,PRD-019,BRU-01,PAR-01,2026-08-20 17:00:00,150,PREMIUM,2026-08-22 17:00:00,IN_TRANSIT
ORD-0550,CUS-014,PRD-038,BRU-01,MAD-01,2026-08-18 03:00:00,25,STANDARD,2026-08-21 03:00:00,IN_TRANSIT
ORD-0551,CUS-004,PRD-006,BRU-01,PAR-01,2026-08-02 04:00:00,50,STANDARD,2026-08-05 04:00:00,IN_TRANSIT
ORD-0552,CUS-007,PRD-015,FRA-01,MAD-01,2026-08-05 00:00:00,150,STANDARD,2026-08-08 00:00:00,IN_TRANSIT
ORD-0553,CUS-003,PRD-015,BRU-01,PAR-01,2026-08-21 23:00:00,150,STANDARD,2026-08-24 23:00:00,IN_TRANSIT
ORD-0554,CUS-025,PRD-028,MIL-01,PAR-01,2026-08-04 11:00:00,50,STANDARD,2026-08-07 11:00:00,IN_TRANSIT
