shipment_id,order_id,carrier_id,route_id,origin_warehouse_id,destination_warehouse_id,departure_time,original_eta,current_eta,shipment_status,quantity_units,transport_cost_eur
SHP-0304,ORD-0304,CAR-005,R-007,FRA-01,MAD-01,2026-08-03 05:00:00,2026-08-03 12:06:00,2026-08-03 12:06:00,IN_TRANSIT,10,568.9
SHP-0305,ORD-0305,CAR-003,R-008,FRA-01,MIL-01,2026-08-25 06:00:00,2026-08-25 13:24:00,2026-08-25 13:24:00,IN_TRANSIT,75,491.34
SHP-0306,ORD-0306,CAR-002,R-009,MIL-01,FRA-01,2026-08-29 20:00:00,2026-08-30 03:24:00,2026-08-30 03:24:00,IN_TRANSIT,100,698.22
SHP-0307,ORD-0307,CAR-006,R-005,FRA-01,MAD-01,2026-08-04 05:00:00,2026-08-04 09:48:00,2026-08-04 09:48:00,IN_TRANSIT,200,301.5
SHP-0308,ORD-0308,CAR-005,R-002,PAR-01,FRA-01,2026-08-25 15:00:00,2026-08-25 22:06:00,2026-08-25 22:06:00,IN_TRANSIT,150,568.9
SHP-0309,ORD-0309,CAR-006,R-008,MAD-01,FRA-01,2026-08-20 02:00:00,2026-08-20 09:24:00,2026-08-20 09:24:00,IN_TRANSIT,50,465.48
SHP-0310,ORD-0310,CAR-003,R-001,PAR-01,BRU-01,2026-08-09 22:00:00,2026-08-10 01:48:00,2026-08-10 01:48:00,IN_TRANSIT,10,253.94
SHP-0311,ORD-0311,CAR-004,R-003,FRA-01,MAD-01,2026-08-29 21:00:00,2026-08-30 11:54:00,2026-08-30 11:54:00,IN_TRANSIT,75,1457.54
SHP-0312,ORD-0312,CAR-006,R-011,MAD-01,MIL-01,2026-08-26 19:00:00,2026-08-27 11:00:00,2026-08-27 11:00:00,IN_TRANSIT,75,1005.84
SHP-0313,ORD-0313,CAR-004,R-001,BRU-01,MAD-01,2026-08-08 06:00:00,2026-08-08 09:48:00,2026-08-08 09:48:00,IN_TRANSIT,50,374.22
SHP-0314,ORD-0314,CAR-005,R-003,PAR-01,MAD-01,2026-08-20 11:00:00,2026-08-21 01:54:00,2026-08-21 01:54:00,IN_TRANSIT,10,1197.26
SHP-0315,ORD-0315,CAR-002,R-004,BRU-01,MIL-01,2026-08-17 05:00:00,2026-08-17 08:48:00,2026-08-17 08:48:00,IN_TRANSIT,150,360.86
SHP-0316,ORD-0316,CAR-005,R-002,BRU-01,MAD-01,2026-08-14 08:00:00,2026-08-14 15:06:00,2026-08-14 15:06:00,IN_TRANSIT,150,568.9
SHP-0317,ORD-0317,CAR-006,R-004,BRU-01,PAR-01,2026-08-02 15:00:00,2026-08-02 18:48:00,2026-08-02 18:48:00,IN_TRANSIT,50,240.57
SHP-0318,ORD-0318,CAR-002,R-012,MAD-01,PAR-01,2026-08-12 01:00:00,2026-08-12 15:54:00,2026-08-12 15:54:00,IN_TRANSIT,10,1405.48
SHP-0319,ORD-0319,CAR-006,R-008,MAD-01,FRA-01,2026-08-23 21:00:00,2026-08-24 04:24:00,2026-08-24 04:24:00,IN_TRANSIT,100,465.48
SHP-0320,ORD-0320,CAR-004,R-010,MIL-01,MAD-01,2026-08-01 05:00:00,2026-08-01 21:00:00,2026-08-01 21:00:00,IN_TRANSIT,200,1564.64
SHP-0321,ORD-0321,CAR-003,R-009,MIL-01,FRA-01,2026-08-12 19:00:00,2026-08-13 02:24:00,2026-08-13 02:24:00,IN_TRANSIT,150,491.34
SHP-0322,ORD-0322,CAR-005,R-004,BRU-01,PAR-01,2026-08-28 05:00:00,2026-08-28 08:48:00,2026-08-28 08:48:00,IN_TRANSIT,25,307.4
SHP-0323,ORD-0323,CAR-003,R-009,PAR-01,MIL-01,2026-08-08 00:00:00,2026-08-08 07:24:00,2026-08-08 07:24:00,IN_TRANSIT,200,491.34
SHP-0324,ORD-0324,CAR-002,R-007,FRA-01,PAR-01,2026-08-29 13:00:00,2026-08-29 20:06:00,2026-08-29 20:06:00,IN_TRANSIT,75,667.84
SHP-0325,ORD-0325,CAR-004,R-002,BRU-01,MIL-01,2026-08-16 22:00:00,2026-08-17 05:06:00,2026-08-17 05:06:00,IN_TRANSIT,10,692.58
SHP-0326,ORD-0326,CAR-001,R-004,MIL-01,BRU-01,2026-08-21 23:00:00,2026-08-22 02:48:00,2026-08-22 02:48:00,IN_TRANSIT,200,280.67
SHP-0327,ORD-0327,CAR-005,R-009,MIL-01,FRA-01,2026-08-08 15:00:00,2026-08-08 22:24:00,2026-08-08 22:24:00,IN_TRANSIT,25,594.78
SHP-0328,ORD-0328,CAR-002,R-008,FRA-01,MAD-01,2026-08-16 17:00:00,2026-08-17 00:24:00,2026-08-17 00:24:00,IN_TRANSIT,50,698.22
SHP-0329,ORD-0329,CAR-002,R-010,MIL-01,MAD-01,2026-08-28 01:00:00,2026-08-28 17:00:00,2026-08-28 17:00:00,IN_TRANSIT,50,1508.76
SHP-0330,ORD-0330,CAR-003,R-009,MIL-01,FRA-01,2026-08-14 11:00:00,2026-08-14 18:24:00,2026-08-14 18:24:00,IN_TRANSIT,50,491.34
SHP-0331,ORD-0331,CAR-003,R-002,PAR-01,FRA-01,2026-08-17 11:00:00,2026-08-17 18:06:00,2026-08-17 18:06:00,IN_TRANSIT,200,469.96
SHP-0332,ORD-0332,CAR-006,R-012,MAD-01,PAR-01,2026-08-21 09:00:00,2026-08-21 23:54:00,2026-08-21 23:54:00,IN_TRANSIT,10,936.99
SHP-0333,ORD-0333,CAR-001,R-005,MIL-01,BRU-01,2026-08-14 11:00:00,2026-08-14 15:48:00,2026-08-14 15:48:00,IN_TRANSIT,150,351.75
SHP-0334,ORD-0334,CAR-006,R-009,FRA-01,MAD-01,2026-08-17 00:00:00,2026-08-17 07:24:00,2026-08-17 07:24:00,IN_TRANSIT,200,465.48
SHP-0335,ORD-0335,CAR-006,R-007,MIL-01,BRU-01,2026-08-24 06:00:00,2026-08-24 13:06:00,2026-08-24 13:06:00,IN_TRANSIT,50,445.23
SHP-0336,ORD-0336,CAR-005,R-007,FRA-01,PAR-01,2026-08-04 13:00:00,2026-08-04 20:06:00,2026-08-04 20:06:00,IN_TRANSIT,100,568.9
SHP-0337,ORD-0337,CAR-003,R-003,PAR-01,MAD-01,2026-08-26 16:00:00,2026-08-27 06:54:00,2026-08-27 06:54:00,IN_TRANSIT,100,989.04
SHP-0338,ORD-0338,CAR-001,R-009,MIL-01,FRA-01,2026-08-02 19:00:00,2026-08-03 02:24:00,2026-08-03 02:24:00,IN_TRANSIT,50,543.06
SHP-0339,ORD-0339,CAR-005,R-002,FRA-01,MAD-01,2026-08-07 14:00:00,2026-08-07 21:06:00,2026-08-07 21:06:00,IN_TRANSIT,75,568.9
SHP-0340,ORD-0340,CAR-005,R-004,BRU-01,PAR-01,2026-08-04 02:00:00,2026-08-04 05:48:00,2026-08-04 05:48:00,IN_TRANSIT,50,307.4
SHP-0341,ORD-0341,CAR-003,R-001,PAR-01,BRU-01,2026-08-11 12:00:00,2026-08-11 15:48:00,2026-08-11 15:48:00,IN_TRANSIT,25,253.94
SHP-0342,ORD-0342,CAR-001,R-007,FRA-01,PAR-01,2026-08-10 01:00:00,2026-08-10 08:06:00,2026-08-10 08:06:00,IN_TRANSIT,75,519.44
SHP-0343,ORD-0343,CAR-005,R-012,MAD-01,FRA-01,2026-08-27 10:00:00,2026-08-28 00:54:00,2026-08-28 00:54:00,IN_TRANSIT,50,1197.26
SHP-0344,ORD-0344,CAR-006,R-006,FRA-01,BRU-01,2026-08-27 14:00:00,2026-08-27 18:48:00,2026-08-27 18:48:00,IN_TRANSIT,200,301.5
SHP-0345,ORD-0345,CAR-003,R-011,MAD-01,MIL-01,2026-08-16 02:00:00,2026-08-16 18:00:00,2026-08-16 18:00:00,IN_TRANSIT,75,1061.72
SHP-0346,ORD-0346,CAR-001,R-006,MAD-01,BRU-01,2026-08-11 09:00:00,2026-08-11 13:48:00,2026-08-11 13:48:00,IN_TRANSIT,200,351.75
SHP-0347,ORD-0347,CAR-003,R-004,BRU-01,PAR-01,2026-08-17 19:00:00,2026-08-17 22:48:00,2026-08-17 22:48:00,IN_TRANSIT,50,253.94
SHP-0348,ORD-0348,CAR-005,R-011,MAD-01,MIL-01,2026-08-10 04:00:00,2026-08-10 20:00:00,2026-08-10 20:00:00,IN_TRANSIT,75,1285.24
SHP-0349,ORD-0349,CAR-003,R-012,MAD-01,FRA-01,2026-08-07 11:00:00,2026-08-08 01:54:00,2026-08-08 01:54:00,IN_TRANSIT,100,989.04
SHP-0350,ORD-0350,CAR-003,R-009,MIL-01,FRA-01,2026-08-01 18:00:00,2026-08-02 01:24:00,2026-08-02 01:24:00,IN_TRANSIT,50,491.34
SHP-0351,ORD-0351,CAR-006,R-012,MAD-01,PAR-01,2026-08-09 23:00:00,2026-08-10 13:54:00,2026-08-10 13:54:00,IN_TRANSIT,50,936.99
SHP-0352,ORD-0352,CAR-004,R-001,PAR-01,BRU-01,2026-08-11 09:00:00,2026-08-11 12:48:00,2026-08-11 12:48:00,IN_TRANSIT,200,374.22
SHP-0353,ORD-0353,CAR-004,R-002,PAR-01,FRA-01,2026-08-02 19:00:00,2026-08-03 02:06:00,2026-08-03 02:06:00,IN_TRANSIT,75,692.58
SHP-0354,ORD-0354,CAR-006,R-003,BRU-01,MAD-01,2026-08-18 13:00:00,2026-08-19 03:54:00,2026-08-19 03:54:00,IN_TRANSIT,150,936.99
SHP-0355,ORD-0355,CAR-001,R-006,MIL-01,BRU-01,2026-08-26 19:00:00,2026-08-26 23:48:00,2026-08-26 23:48:00,IN_TRANSIT,75,351.75
SHP-0356,ORD-0356,CAR-002,R-011,MAD-01,MIL-01,2026-08-18 16:00:00,2026-08-19 08:00:00,2026-08-19 08:00:00,IN_TRANSIT,100,1508.76
SHP-0357,ORD-0357,CAR-001,R-003,BRU-01,MAD-01,2026-08-21 03:00:00,2026-08-21 17:54:00,2026-08-21 17:54:00,IN_TRANSIT,200,1093.16
SHP-0358,ORD-0358,CAR-006,R-009,BRU-01,MAD-01,2026-08-15 02:00:00,2026-08-15 09:24:00,2026-08-15 09:24:00,IN_TRANSIT,25,465.48
SHP-0359,ORD-0359,CAR-001,R-004,PAR-01,MIL-01,2026-08-10 14:00:00,2026-08-10 17:48:00,2026-08-10 17:48:00,IN_TRANSIT,10,280.67
SHP-0360,ORD-0360,CAR-005,R-008,FRA-01,MIL-01,2026-08-10 13:00:00,2026-08-10 20:24:00,2026-08-10 20:24:00,IN_TRANSIT,200,594.78
SHP-0361,ORD-0361,CAR-001,R-009,MIL-01,FRA-01,2026-08-29 00:00:00,2026-08-29 07:24:00,2026-08-29 07:24:00,IN_TRANSIT,75,543.06
SHP-0362,ORD-0362,CAR-002,R-001,PAR-01,BRU-01,2026-08-29 03:00:00,2026-08-29 06:48:00,2026-08-29 06:48:00,IN_TRANSIT,200,360.86
SHP-0363,ORD-0363,CAR-006,R-003,MIL-01,PAR-01,2026-08-09 19:00:00,2026-08-10 09:54:00,2026-08-10 09:54:00,IN_TRANSIT,10,936.99
SHP-0364,ORD-0364,CAR-002,R-001,PAR-01,BRU-01,2026-08-18 03:00:00,2026-08-18 06:48:00,2026-08-18 06:48:00,IN_TRANSIT,10,360.86
SHP-0365,ORD-0365,CAR-004,R-002,MAD-01,BRU-01,2026-08-08 21:00:00,2026-08-09 04:06:00,2026-08-09 04:06:00,IN_TRANSIT,75,692.58
SHP-0366,ORD-0366,CAR-006,R-004,MIL-01,BRU-01,2026-08-02 10:00:00,2026-08-02 13:48:00,2026-08-02 13:48:00,IN_TRANSIT,10,240.57
SHP-0367,ORD-0367,CAR-002,R-012,MAD-01,PAR-01,2026-08-20 01:00:00,2026-08-20 15:54:00,2026-08-20 15:54:00,IN_TRANSIT,50,1405.48
SHP-0368,ORD-0368,CAR-001,R-004,MIL-01,PAR-01,2026-08-27 22:00:00,2026-08-28 01:48:00,2026-08-28 01:48:00,IN_TRANSIT,100,280.67
SHP-0369,ORD-0369,CAR-003,R-007,FRA-01,PAR-01,2026-08-30 07:00:00,2026-08-30 14:06:00,2026-08-30 14:06:00,IN_TRANSIT,50,469.96
SHP-0370,ORD-0370,CAR-003,R-006,FRA-01,BRU-01,2026-08-07 21:00:00,2026-08-08 01:48:00,2026-08-08 01:48:00,IN_TRANSIT,50,318.25
SHP-0371,ORD-0371,CAR-005,R-001,PAR-01,BRU-01,2026-08-09 16:00:00,2026-08-09 19:48:00,2026-08-09 19:48:00,IN_TRANSIT,10,307.4
SHP-0372,ORD-0372,CAR-005,R-009,FRA-01,MAD-01,2026-08-05 21:00:00,2026-08-06 04:24:00,2026-08-06 04:24:00,IN_TRANSIT,10,594.78
SHP-0373,ORD-0373,CAR-004,R-005,PAR-01,MIL-01,2026-08-09 05:00:00,2026-08-09 09:48:00,2026-08-09 09:48:00,IN_TRANSIT,75,469.0
SHP-0374,ORD-0374,CAR-005,R-002,PAR-01,FRA-01,2026-08-13 07:00:00,2026-08-13 14:06:00,2026-08-13 14:06:00,IN_TRANSIT,75,568.9
SHP-0375,ORD-0375,CAR-004,R-011,FRA-01,MAD-01,2026-08-15 00:00:00,2026-08-15 16:00:00,2026-08-15 16:00:00,IN_TRANSIT,150,1564.64
SHP-0376,ORD-0376,CAR-005,R-006,FRA-01,BRU-01,2026-08-07 20:00:00,2026-08-08 00:48:00,2026-08-08 00:48:00,IN_TRANSIT,50,385.25
SHP-0377,ORD-0377,CAR-003,R-007,FRA-01,PAR-01,2026-08-28 10:00:00,2026-08-28 17:06:00,2026-08-28 17:06:00,IN_TRANSIT,75,469.96
SHP-0378,ORD-0378,CAR-001,R-011,MAD-01,FRA-01,2026-08-11 00:00:00,2026-08-11 16:00:00,2026-08-11 16:00:00,IN_TRANSIT,25,1173.48
SHP-0379,ORD-0379,CAR-002,R-011,MIL-01,BRU-01,2026-08-08 09:00:00,2026-08-09 01:00:00,2026-08-09 01:00:00,IN_TRANSIT,200,1508.76
SHP-0380,ORD-0380,CAR-005,R-007,FRA-01,PAR-01,2026-08-15 20:00:00,2026-08-16 03:06:00,2026-08-16 03:06:00,IN_TRANSIT,75,568.9
SHP-0381,ORD-0381,CAR-004,R-004,MAD-01,FRA-01,2026-08-06 17:00:00,2026-08-06 20:48:00,2026-08-06 20:48:00,IN_TRANSIT,25,374.22
SHP-0382,ORD-0382,CAR-001,R-010,MIL-01,PAR-01,2026-08-10 13:00:00,2026-08-11 05:00:00,2026-08-11 05:00:00,IN_TRANSIT,10,1173.48
SHP-0383,ORD-0383,CAR-006,R-003,PAR-01,MAD-01,2026-08-03 16:00:00,2026-08-04 06:54:00,2026-08-04 06:54:00,IN_TRANSIT,10,936.99
SHP-0384,ORD-0384,CAR-002,R-012,MAD-01,PAR-01,2026-08-25 11:00:00,2026-08-26 01:54:00,2026-08-26 01:54:00,IN_TRANSIT,10,1405.48
SHP-0385,ORD-0385,CAR-001,R-001,PAR-01,BRU-01,2026-08-22 04:00:00,2026-08-22 07:48:00,2026-08-22 07:48:00,IN_TRANSIT,100,280.67
SHP-0386,ORD-0386,CAR-001,R-007,FRA-01,PAR-01,2026-08-03 15:00:00,2026-08-03 22:06:00,2026-08-03 22:06:00,IN_TRANSIT,75,519.44
SHP-0387,ORD-0387,CAR-006,R-010,BRU-01,MIL-01,2026-08-21 14:00:00,2026-08-22 06:00:00,2026-08-22 06:00:00,IN_TRANSIT,150,1005.84
SHP-0388,ORD-0388,CAR-002,R-007,FRA-01,PAR-01,2026-08-09 10:00:00,2026-08-09 17:06:00,2026-08-09 17:06:00,IN_TRANSIT,150,667.84
SHP-0389,ORD-0389,CAR-006,R-008,FRA-01,MIL-01,2026-08-14 17:00:00,2026-08-15 00:24:00,2026-08-15 00:24:00,IN_TRANSIT,25,465.48
SHP-0390,ORD-0390,CAR-003,R-011,MAD-01,MIL-01,2026-08-30 20:00:00,2026-08-31 12:00:00,2026-08-31 12:00:00,IN_TRANSIT,150,1061.72
SHP-0391,ORD-0391,CAR-002,R-005,BRU-01,FRA-01,2026-08-08 10:00:00,2026-08-08 14:48:00,2026-08-08 14:48:00,IN_TRANSIT,200,452.25
SHP-0392,ORD-0392,CAR-004,R-006,FRA-01,BRU-01,2026-08-30 01:00:00,2026-08-30 05:48:00,2026-08-30 05:48:00,IN_TRANSIT,100,469.0
SHP-0393,ORD-0393,CAR-005,R-011,MAD-01,MIL-01,2026-08-03 09:00:00,2026-08-04 01:00:00,2026-08-04 01:00:00,IN_TRANSIT,50,1285.24
SHP-0394,ORD-0394,CAR-006,R-010,MIL-01,MAD-01,2026-08-05 10:00:00,2026-08-06 02:00:00,2026-08-06 02:00:00,IN_TRANSIT,50,1005.84
SHP-0395,ORD-0395,CAR-006,R-005,FRA-01,MAD-01,2026-08-04 09:00:00,2026-08-04 13:48:00,2026-08-04 13:48:00,IN_TRANSIT,100,301.5
SHP-0396,ORD-0396,CAR-004,R-004,BRU-01,PAR-01,2026-08-16 11:00:00,2026-08-16 14:48:00,2026-08-16 14:48:00,IN_TRANSIT,50,374.22
SHP-0397,ORD-0397,CAR-005,R-004,MIL-01,BRU-01,2026-08-25 16:00:00,2026-08-25 19:48:00,2026-08-25 19:48:00,IN_TRANSIT,10,307.4
SHP-0398,ORD-0398,CAR-001,R-012,MAD-01,PAR-01,2026-08-23 01:00:00,2026-08-23 15:54:00,2026-08-23 15:54:00,IN_TRANSIT,50,1093.16
SHP-0399,ORD-0399,CAR-005,R-004,BRU-01,PAR-01,2026-08-22 01:00:00,2026-08-22 04:48:00,2026-08-22 04:48:00,IN_TRANSIT,25,307.4
SHP-0400,ORD-0400,CAR-004,R-009,MIL-01,FRA-01,2026-08-26 08:00:00,2026-08-26 15:24:00,2026-08-26 15:24:00,IN_TRANSIT,100,724.08
SHP-0401,ORD-0401,CAR-006,R-002,BRU-01,MIL-01,2026-08-25 18:00:00,2026-08-26 01:06:00,2026-08-26 01:06:00,IN_TRANSIT,50,445.23
SHP-0402,ORD-0402,CAR-006,R-003,PAR-01,MAD-01,2026-08-05 10:00:00,2026-08-06 00:54:00,2026-08-06 00:54:00,IN_TRANSIT,100,936.99
SHP-0403,ORD-0403,CAR-002,R-004,BRU-01,PAR-01,2026-08-24 07:00:00,2026-08-24 10:48:00,2026-08-24 10:48:00,IN_TRANSIT,25,360.86
SHP-0404,ORD-0404,CAR-003,R-009,MIL-01,FRA-01,2026-08-02 19:00:00,2026-08-03 02:24:00,2026-08-03 02:24:00,IN_TRANSIT,25,491.34
SHP-0405,ORD-0405,CAR-005,R-009,MIL-01,FRA-01,2026-08-04 15:00:00,2026-08-04 22:24:00,2026-08-04 22:24:00,IN_TRANSIT,200,594.78
SHP-0406,ORD-0406,CAR-006,R-004,BRU-01,PAR-01,2026-08-28 17:00:00,2026-08-28 20:48:00,2026-08-28 20:48:00,IN_TRANSIT,10,240.57
SHP-0407,ORD-0407,CAR-002,R-005,FRA-01,MAD-01,2026-08-18 08:00:00,2026-08-18 12:48:00,2026-08-18 12:48:00,IN_TRANSIT,100,452.25
SHP-0408,ORD-0408,CAR-005,R-004,BRU-01,PAR-01,2026-08-18 04:00:00,2026-08-18 07:48:00,2026-08-18 07:48:00,IN_TRANSIT,200,307.4
SHP-0409,ORD-0409,CAR-002,R-003,PAR-01,MAD-01,2026-08-13 10:00:00,2026-08-14 00:54:00,2026-08-14 00:54:00,IN_TRANSIT,75,1405.48
SHP-0410,ORD-0410,CAR-001,R-010,PAR-01,MIL-01,2026-08-06 11:00:00,2026-08-07 03:00:00,2026-08-07 03:00:00,IN_TRANSIT,25,1173.48
SHP-0411,ORD-0411,CAR-006,R-012,MIL-01,PAR-01,2026-08-14 09:00:00,2026-08-14 23:54:00,2026-08-14 23:54:00,IN_TRANSIT,100,936.99
SHP-0412,ORD-0412,CAR-003,R-002,PAR-01,FRA-01,2026-08-11 07:00:00,2026-08-11 14:06:00,2026-08-11 14:06:00,IN_TRANSIT,100,469.96
SHP-0413,ORD-0413,CAR-006,R-011,MAD-01,MIL-01,2026-08-06 16:00:00,2026-08-07 08:00:00,2026-08-07 08:00:00,IN_TRANSIT,10,1005.84
SHP-0414,ORD-0414,CAR-001,R-001,PAR-01,MIL-01,2026-08-05 16:00:00,2026-08-05 19:48:00,2026-08-05 19:48:00,IN_TRANSIT,25,280.67
SHP-0415,ORD-0415,CAR-003,R-011,MAD-01,MIL-01,2026-08-26 04:00:00,2026-08-26 20:00:00,2026-08-26 20:00:00,IN_TRANSIT,25,1061.72
SHP-0416,ORD-0416,CAR-002,R-009,MIL-01,FRA-01,2026-08-06 13:00:00,2026-08-06 20:24:00,2026-08-06 20:24:00,IN_TRANSIT,75,698.22
SHP-0417,ORD-0417,CAR-003,R-006,FRA-01,BRU-01,2026-08-23 13:00:00,2026-08-23 17:48:00,2026-08-23 17:48:00,IN_TRANSIT,100,318.25
SHP-0418,ORD-0418,CAR-006,R-008,FRA-01,MIL-01,2026-08-23 21:00:00,2026-08-24 04:24:00,2026-08-24 04:24:00,IN_TRANSIT,75,465.48
SHP-0419,ORD-0419,CAR-003,R-001,BRU-01,MAD-01,2026-08-22 12:00:00,2026-08-22 15:48:00,2026-08-22 15:48:00,IN_TRANSIT,200,253.94
SHP-0420,ORD-0420,CAR-005,R-002,PAR-01,FRA-01,2026-08-28 17:00:00,2026-08-29 00:06:00,2026-08-29 00:06:00,IN_TRANSIT,75,568.9
SHP-0421,ORD-0421,CAR-005,R-012,MAD-01,PAR-01,2026-08-02 01:00:00,2026-08-02 15:54:00,2026-08-02 15:54:00,IN_TRANSIT,150,1197.26
SHP-0422,ORD-0422,CAR-005,R-010,BRU-01,MIL-01,2026-08-13 20:00:00,2026-08-14 12:00:00,2026-08-14 12:00:00,IN_TRANSIT,50,1285.24
SHP-0423,ORD-0423,CAR-003,R-012,MAD-01,PAR-01,2026-08-24 03:00:00,2026-08-24 17:54:00,2026-08-24 17:54:00,IN_TRANSIT,200,989.04
SHP-0424,ORD-0424,CAR-002,R-006,MIL-01,BRU-01,2026-08-05 19:00:00,2026-08-05 23:48:00,2026-08-05 23:48:00,IN_TRANSIT,100,452.25
SHP-0425,ORD-0425,CAR-004,R-007,FRA-01,PAR-01,2026-08-11 18:00:00,2026-08-12 01:06:00,2026-08-12 01:06:00,IN_TRANSIT,200,692.58
SHP-0426,ORD-0426,CAR-006,R-004,BRU-01,PAR-01,2026-08-21 11:00:00,2026-08-21 14:48:00,2026-08-21 14:48:00,IN_TRANSIT,25,240.57
SHP-0427,ORD-0427,CAR-002,R-011,MAD-01,MIL-01,2026-08-30 12:00:00,2026-08-31 04:00:00,2026-08-31 04:00:00,IN_TRANSIT,200,1508.76
SHP-0428,ORD-0428,CAR-001,R-004,BRU-01,PAR-01,2026-08-11 06:00:00,2026-08-11 09:48:00,2026-08-11 09:48:00,IN_TRANSIT,75,280.67
SHP-0429,ORD-0429,CAR-001,R-011,MAD-01,FRA-01,2026-08-20 07:00:00,2026-08-20 23:00:00,2026-08-20 23:00:00,IN_TRANSIT,200,1173.48
SHP-0430,ORD-0430,CAR-006,R-012,MIL-01,BRU-01,2026-08-13 09:00:00,2026-08-13 23:54:00,2026-08-13 23:54:00,IN_TRANSIT,75,936.99
SHP-0431,ORD-0431,CAR-002,R-004,PAR-01,MIL-01,2026-08-20 13:00:00,2026-08-20 16:48:00,2026-08-20 16:48:00,IN_TRANSIT,150,360.86
SHP-0432,ORD-0432,CAR-001,R-008,FRA-01,MAD-01,2026-08-29 11:00:00,2026-08-29 18:24:00,2026-08-29 18:24:00,IN_TRANSIT,75,543.06
SHP-0433,ORD-0433,CAR-006,R-007,FRA-01,PAR-01,2026-08-24 08:00:00,2026-08-24 15:06:00,2026-08-24 15:06:00,IN_TRANSIT,200,445.23
SHP-0434,ORD-0434,CAR-002,R-010,MIL-01,MAD-01,2026-08-26 20:00:00,2026-08-27 12:00:00,2026-08-27 12:00:00,IN_TRANSIT,150,1508.76
SHP-0435,ORD-0435,CAR-005,R-007,FRA-01,PAR-01,2026-08-01 02:00:00,2026-08-01 09:06:00,2026-08-01 09:06:00,IN_TRANSIT,25,568.9
SHP-0436,ORD-0436,CAR-005,R-008,FRA-01,MIL-01,2026-08-14 16:00:00,2026-08-14 23:24:00,2026-08-14 23:24:00,IN_TRANSIT,10,594.78
SHP-0437,ORD-0437,CAR-002,R-001,BRU-01,MAD-01,2026-08-30 15:00:00,2026-08-30 18:48:00,2026-08-30 18:48:00,IN_TRANSIT,50,360.86
SHP-0438,ORD-0438,CAR-004,R-008,MAD-01,FRA-01,2026-08-28 22:00:00,2026-08-29 05:24:00,2026-08-29 05:24:00,IN_TRANSIT,200,724.08
SHP-0439,ORD-0439,CAR-005,R-009,MIL-01,BRU-01,2026-08-19 19:00:00,2026-08-20 02:24:00,2026-08-20 02:24:00,IN_TRANSIT,50,594.78
SHP-0440,ORD-0440,CAR-003,R-004,BRU-01,MIL-01,2026-08-18 03:00:00,2026-08-18 06:48:00,2026-08-18 06:48:00,IN_TRANSIT,100,253.94
SHP-0441,ORD-0441,CAR-005,R-005,BRU-01,FRA-01,2026-08-01 07:00:00,2026-08-01 11:48:00,2026-08-01 11:48:00,IN_TRANSIT,100,385.25
SHP-0442,ORD-0442,CAR-003,R-008,FRA-01,MAD-01,2026-08-16 03:00:00,2026-08-16 10:24:00,2026-08-16 10:24:00,IN_TRANSIT,75,491.34
SHP-0443,ORD-0443,CAR-001,R-001,PAR-01,BRU-01,2026-08-11 03:00:00,2026-08-11 06:48:00,2026-08-11 06:48:00,IN_TRANSIT,50,280.67
SHP-0444,ORD-0444,CAR-005,R-005,BRU-01,FRA-01,2026-08-24 01:00:00,2026-08-24 05:48:00,2026-08-24 05:48:00,IN_TRANSIT,10,385.25
SHP-0445,ORD-0445,CAR-006,R-004,BRU-01,PAR-01,2026-08-10 05:00:00,2026-08-10 08:48:00,2026-08-10 08:48:00,IN_TRANSIT,100,240.57
SHP-0446,ORD-0446,CAR-005,R-002,PAR-01,FRA-01,2026-08-01 17:00:00,2026-08-02 00:06:00,2026-08-02 00:06:00,IN_TRANSIT,200,568.9
SHP-0447,ORD-0447,CAR-004,R-001,MIL-01,PAR-01,2026-08-06 22:00:00,2026-08-07 01:48:00,2026-08-07 01:48:00,IN_TRANSIT,10,374.22
SHP-0448,ORD-0448,CAR-005,R-006,FRA-01,MAD-01,2026-08-18 12:00:00,2026-08-18 16:48:00,2026-08-18 16:48:00,IN_TRANSIT,200,385.25
SHP-0449,ORD-0449,CAR-004,R-005,BRU-01,FRA-01,2026-08-15 08:00:00,2026-08-15 12:48:00,2026-08-15 12:48:00,IN_TRANSIT,25,469.0
SHP-0450,ORD-0450,CAR-003,R-012,MAD-01,PAR-01,2026-08-15 08:00:00,2026-08-15 22:54:00,2026-08-15 22:54:00,IN_TRANSIT,75,989.04
SHP-0451,ORD-0451,CAR-002,R-002,PAR-01,FRA-01,2026-08-14 15:00:00,2026-08-14 22:06:00,2026-08-14 22:06:00,IN_TRANSIT,25,667.84
SHP-0452,ORD-0452,CAR-003,R-001,PAR-01,BRU-01,2026-08-01 06:00:00,2026-08-01 09:48:00,2026-08-01 09:48:00,IN_TRANSIT,75,253.94
SHP-0453,ORD-0453,CAR-004,R-003,PAR-01,MAD-01,2026-08-08 08:00:00,2026-08-08 22:54:00,2026-08-08 22:54:00,IN_TRANSIT,100,1457.54
SHP-0454,ORD-0454,CAR-004,R-006,MIL-01,BRU-01,2026-08-27 12:00:00,2026-08-27 16:48:00,2026-08-27 16:48:00,IN_TRANSIT,10,469.0
SHP-0455,ORD-0455,CAR-003,R-005,BRU-01,FRA-01,2026-08-05 01:00:00,2026-08-05 05:48:00,2026-08-05 05:48:00,IN_TRANSIT,50,318.25
